rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
4.202 4.201 0.02936164 0.05447534 0.95738006 0.28212398 0.0
4.223 4.221 0.028576117 0.061007313 0.9574209 0.28072566 0.0
4.242 4.241 0.027854595 0.06826409 0.95697516 0.2806471 0.0
4.262 4.262 0.026892634 0.075083695 0.95625025 0.2814689 0.0
4.283 4.282 0.024698328 0.07991837 0.9557442 0.28205693 0.0
4.302 4.301 0.020599801 0.082210556 0.9558364 0.28141418 0.0
4.323 4.322 0.015673025 0.083058186 0.95630664 0.27988094 0.0
4.342 4.341 0.011343918 0.0837744 0.9566184 0.2788092 0.0
4.363 4.361 0.009627045 0.08370186 0.95658123 0.27902296 0.0
4.382 4.381 0.012201553 0.08090309 0.9566937 0.27936184 0.0
4.404 4.402 0.01778258 0.07628242 0.95689344 0.27967826 0.0
4.423 4.422 0.023581602 0.07366235 0.95634604 0.28181586 0.0
4.442 4.441 0.028857986 0.07512489 0.95457405 0.28690067 0.0
4.462 4.462 0.032365482 0.07818605 0.95267576 0.29197338 0.0
4.482 4.482 0.032542665 0.07841051 0.9520672 0.29387236 0.0
4.502 4.501 0.030078059 0.075188614 0.9526274 0.29316047 0.0
4.522 4.521 0.02889746 0.072097205 0.95305264 0.2926734 0.0
4.542 4.541 0.031291053 0.07129885 0.9523465 0.29491302 0.0
4.562 4.562 0.035013855 0.070913605 0.9509466 0.29907504 0.0
4.583 4.581 0.038274046 0.06817947 0.9497475 0.30309483 0.0
4.603 4.602 0.041453164 0.06441068 0.94875026 0.30660394 0.0
4.623 4.622 0.044123035 0.060691535 0.9475532 0.31066483 0.0
4.643 4.642 0.046058208 0.057870254 0.9460191 0.31555912 0.0
4.663 4.662 0.048116915 0.05569616 0.94418555 0.32108617 0.0
4.682 4.681 0.05107001 0.05421838 0.94224447 0.32653898 0.0
4.703 4.702 0.054416463 0.05348316 0.9403735 0.3314757 0.0
4.722 4.722 0.057752587 0.05482488 0.9383232 0.33646494 0.0
4.742 4.741 0.060944416 0.05829143 0.9357297 0.34248808 0.0
4.762 4.762 0.064321995 0.06299317 0.9324133 0.35000002 0.0
4.783 4.781 0.067806296 0.06876847 0.9284407 0.35870755 0.0
4.803 4.802 0.07006294 0.07645525 0.9245741 0.3666178 0.0
4.823 4.821 0.069705054 0.085108995 0.92165977 0.3720765 0.0
4.843 4.842 0.06708123 0.09181935 0.9195789 0.3760905 0.0
4.862 4.861 0.06260607 0.0967994 0.91784674 0.37982598 0.0
4.882 4.882 0.056439508 0.10213169 0.9163096 0.3830934 0.0
4.903 4.901 0.049364142 0.106153846 0.9157611 0.38428667 0.0
4.923 4.922 0.042700507 0.105975725 0.9163897 0.38363495 0.0
4.942 4.941 0.040195897 0.10397057 0.91720366 0.3825075 0.0
4.963 4.962 0.04404752 0.10310229 0.9172683 0.3821633 0.0
4.985 4.981 0.052082106 0.10249552 0.91668016 0.3827267 0.0
5.003 5.001 0.059386663 0.101437934 0.91607755 0.38338694 0.0
5.022 5.021 0.06083907 0.1007511 0.9166669 0.38192886 0.0
5.043 5.042 0.056591287 0.09872059 0.9190819 0.3772801 0.0
5.062 5.061 0.050892655 0.09305723 0.9225083 0.37111816 0.0
5.083 5.081 0.046804983 0.086448915 0.9254238 0.36595997 0.0
5.103 5.102 0.04363124 0.08222955 0.9272984 0.36256358 0.0
5.123 5.122 0.038270056 0.07819879 0.92914826 0.35931042 0.0
5.142 5.142 0.031739734 0.07169145 0.93155295 0.35505217 0.0
5.162 5.162 0.026154425 0.06476177 0.934113 0.35007828 0.0
5.182 5.182 0.024840962 0.061300896 0.93566704 0.34663022 0.0
5.203 5.202 0.027718633 0.0616772 0.93607324 0.3452457 0.0
5.223 5.221 0.031863414 0.06402886 0.9360946 0.344401 0.0
5.243 5.241 0.035957478 0.066455595 0.9362652 0.3430717 0.0
5.263 5.261 0.0396197 0.06843723 0.9366353 0.34126395 0.0
5.284 5.281 0.042746168 0.07098089 0.93683976 0.33980274 0.0
5.303 5.301 0.044959445 0.07489967 0.936793 0.33880326 0.0
