rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
2.329 2.318 0.008489139 0.18211135 0.9709745 0.15482874 0.0
2.339 2.328 0.008614691 0.18206114 0.9709161 0.15524694 0.0
2.349 2.338 0.008688521 0.1820941 0.97087705 0.15544765 0.0
2.359 2.348 0.0087595815 0.18218681 0.9708243 0.15566495 0.0
2.369 2.358 0.008867587 0.18227793 0.97075266 0.15599848 0.0
2.379 2.368 0.008988401 0.18232532 0.97069067 0.1563215 0.0
2.389 2.378 0.009074069 0.1823308 0.97063535 0.15665323 0.0
2.400 2.388 0.009083756 0.1822747 0.9706437 0.15666601 0.0
2.413 2.399 0.009307939 0.18209492 0.9705303 0.15756266 0.0
2.419 2.408 0.009395298 0.181885 0.97048795 0.15805908 0.0
2.429 2.418 0.0093942275 0.18171138 0.97043794 0.15856552 0.0
2.438 2.428 0.009368876 0.18161751 0.9703897 0.15896896 0.0
2.449 2.438 0.009420208 0.18154055 0.9703435 0.15933602 0.0
2.459 2.448 0.009375263 0.18151653 0.97035277 0.15930958 0.0
2.469 2.458 0.009448235 0.18152337 0.9702435 0.1599609 0.0
2.482 2.468 0.009440788 0.18151654 0.9702045 0.16020639 0.0
2.489 2.478 0.009383732 0.18144019 0.9702247 0.16017394 0.0
2.499 2.488 0.009381461 0.18131429 0.970214 0.16038021 0.0
2.509 2.498 0.009426529 0.18118012 0.9702105 0.16055094 0.0
2.519 2.508 0.009516038 0.18109582 0.9701859 0.16078939 0.0
2.529 2.518 0.009611228 0.18105084 0.9701529 0.16103303 0.0
2.539 2.528 0.009709781 0.18100944 0.9701201 0.16127111 0.0
2.549 2.538 0.009870461 0.18096095 0.9700452 0.1617653 0.0
2.559 2.548 0.00990273 0.1809144 0.9700539 0.16176322 0.0
2.570 2.558 0.009950531 0.18089306 0.9699811 0.16222063 0.0
2.579 2.568 0.009879587 0.18093266 0.9699733 0.16222712 0.0
2.589 2.578 0.009837648 0.18100362 0.96992975 0.16241089 0.0
2.599 2.588 0.009844221 0.18107341 0.96984756 0.16282317 0.0
2.609 2.598 0.009787292 0.18111274 0.96984315 0.16280873 0.0
2.619 2.608 0.009942572 0.181111 0.9696921 0.1636982 0.0
2.632 2.618 0.010014203 0.18110213 0.96961325 0.1641705 0.0
2.639 2.628 0.010061787 0.18110524 0.969542 0.16458406 0.0
2.649 2.638 0.010029931 0.18108727 0.9695493 0.16456315 0.0
2.659 2.648 0.010140154 0.1810124 0.9694346 0.16531235 0.0
2.669 2.658 0.010103713 0.18093643 0.9694527 0.16529195 0.0
2.679 2.668 0.010156686 0.18091404 0.9693658 0.16582233 0.0
2.689 2.678 0.010056406 0.18094403 0.96937084 0.16576603 0.0
2.699 2.688 0.0099568255 0.18100551 0.9693298 0.16594501 0.0
2.709 2.698 0.009904354 0.18104875 0.96930176 0.16606462 0.0
2.719 2.708 0.009912524 0.18105094 0.96928376 0.16616668 0.0
2.729 2.718 0.009924203 0.18103467 0.96927035 0.16626212 0.0
2.739 2.728 0.009922387 0.18100168 0.9692615 0.16634963 0.0
2.749 2.738 0.009927601 0.18097866 0.96925175 0.16643116 0.0
2.760 2.748 0.009991731 0.18098004 0.9692368 0.16651244 0.0
2.769 2.758 0.010092841 0.18104783 0.9692104 0.16658641 0.0
2.781 2.768 0.010332932 0.18108729 0.9690204 0.16763054 0.0
2.789 2.778 0.010322004 0.181093 0.9690294 0.16757317 0.0
2.799 2.788 0.010411899 0.18103482 0.9689284 0.16821387 0.0
2.812 2.799 0.010427907 0.18094197 0.9688886 0.16854133 0.0
2.819 2.809 0.010366331 0.1808275 0.9689158 0.1685115 0.0
2.828 2.819 0.010409489 0.18071316 0.96888596 0.16880284 0.0
2.838 2.828 0.010400295 0.18067315 0.9688965 0.1687856 0.0
2.849 2.838 0.010471197 0.18068866 0.9688367 0.169108 0.0
2.858 2.848 0.010592664 0.18077679 0.968762 0.1694342 0.0
2.868 2.858 0.010673988 0.18087712 0.9687066 0.16963834 0.0
2.879 2.868 0.010757402 0.18089505 0.9686668 0.16984084 0.0
2.889 2.878 0.0109266685 0.18081717 0.9686167 0.17019874 0.0
2.899 2.888 0.011091557 0.18069506 0.9685765 0.17054631 0.0
2.909 2.898 0.011192068 0.18057625 0.96856225 0.17074628 0.0
2.919 2.908 0.011222627 0.18047948 0.96855253 0.17090102 0.0
2.929 2.918 0.011181547 0.1804234 0.968543 0.1710173 0.0
2.939 2.928 0.011154107 0.18036821 0.96853876 0.17110124 0.0
2.949 2.938 0.011157898 0.18029912 0.9685593 0.17105761 0.0
2.960 2.948 0.011187371 0.18022239 0.9685438 0.17122419 0.0
2.969 2.958 0.011116875 0.18016356 0.9685628 0.17118303 0.0
2.979 2.968 0.011041721 0.18010503 0.9685712 0.17120203 0.0
2.989 2.978 0.010947899 0.18011294 0.96857196 0.17119549 0.0
2.999 2.988 0.010860292 0.18013093 0.9685859 0.1711035 0.0
3.010 2.998 0.010784517 0.18015179 0.9685992 0.17101051 0.0
3.019 3.008 0.0106772 0.18017904 0.9686134 0.17090824 0.0
3.029 3.018 0.010584974 0.18017289 0.968635 0.17079772 0.0
3.039 3.028 0.0105773965 0.18008316 0.96866983 0.17069553 0.0
3.049 3.038 0.010637257 0.17990585 0.9687161 0.17061625 0.0
3.059 3.048 0.010701857 0.17973046 0.9687601 0.17054774 0.0
3.069 3.058 0.010798242 0.1795832 0.9687868 0.17054512 0.0
3.081 3.068 0.010836893 0.17950952 0.9688027 0.17052917 0.0
3.089 3.078 0.010797899 0.1795326 0.9688006 0.17051932 0.0
3.099 3.088 0.010748674 0.17958671 0.968794 0.17050359 0.0
3.109 3.098 0.010691402 0.1796176 0.96879923 0.17044455 0.0
3.119 3.108 0.010644053 0.17956941 0.9688122 0.17042436 0.0
3.129 3.118 0.010579423 0.1794588 0.9688426 0.17037222 0.0
3.140 3.128 0.01054229 0.17934583 0.96888596 0.17024688 0.0
3.150 3.138 0.0105600245 0.17925225 0.96889937 0.17026778 0.0
3.159 3.148 0.01059591 0.17920196 0.9689028 0.17029937 0.0
3.169 3.158 0.010595635 0.17919514 0.9689042 0.17029817 0.0
3.179 3.168 0.010588575 0.17924844 0.9688839 0.17035836 0.0
3.189 3.178 0.010556828 0.17937078 0.96885276 0.17040874 0.0
3.199 3.188 0.010524248 0.17952693 0.96881783 0.17044486 0.0
3.213 3.198 0.010532702 0.17952478 0.9688132 0.17047295 0.0
3.220 3.208 0.010558454 0.1794022 0.96882635 0.17052509 0.0
3.229 3.218 0.010622532 0.17924371 0.968846 0.17057623 0.0
3.239 3.228 0.010760005 0.17910044 0.96885675 0.1706571 0.0
3.249 3.238 0.010888495 0.17906785 0.96884716 0.17073776 0.0
3.259 3.248 0.010956856 0.17911541 0.9688356 0.17074923 0.0
3.269 3.258 0.011028012 0.17924248 0.9687775 0.17094098 0.0
3.279 3.268 0.011071602 0.17933768 0.9687425 0.17103668 0.0
3.289 3.278 0.011136315 0.1793668 0.9687373 0.17103127 0.0
3.299 3.288 0.011342836 0.17927894 0.96869355 0.17135698 0.0
3.309 3.298 0.011580685 0.17911749 0.9686795 0.1715898 0.0
3.319 3.308 0.011726361 0.17895126 0.9686684 0.17181496 0.0
3.329 3.318 0.011725593 0.17889741 0.9686492 0.1719797 0.0
3.339 3.328 0.011613224 0.17896987 0.96864265 0.17194906 0.0
3.350 3.338 0.0114710815 0.17915493 0.9685951 0.17203355 0.0
3.359 3.348 0.011298313 0.17936976 0.9685515 0.17206658 0.0
3.369 3.358 0.011179601 0.17952299 0.9685248 0.17206456 0.0
3.379 3.368 0.011166567 0.17952782 0.96853256 0.17201667 0.0
3.389 3.378 0.01126853 0.17938207 0.96855533 0.17203373 0.0
3.399 3.388 0.011505975 0.17913496 0.9685805 0.1721345 0.0
3.409 3.398 0.011801235 0.1788936 0.96859455 0.17228617 0.0
3.419 3.408 0.011980195 0.17875215 0.968622 0.17226623 0.0
3.429 3.418 0.011977558 0.1788239 0.9685808 0.17242323 0.0
3.439 3.428 0.011917012 0.17899638 0.9685277 0.17254673 0.0
3.449 3.438 0.011796205 0.17918432 0.96847695 0.17264499 0.0
3.459 3.448 0.011679491 0.17929651 0.96840435 0.17294344 0.0
3.469 3.458 0.011470386 0.17928615 0.9684168 0.17289807 0.0
3.479 3.468 0.011229439 0.17920272 0.96849364 0.17257032 0.0
