@ HyperIMU -ianovir - 2018
@ Date:Mon May 04 16:32:42 GMT+02:00 2020, Sampling Rate:10ms

timestamp,K6DS3TR_Accelerometer.x,K6DS3TR_Accelerometer.y,K6DS3TR_Accelerometer.z,YAS537_Uncalibrated_Magnetometer.x,YAS537_Uncalibrated_Magnetometer.y,YAS537_Uncalibrated_Magnetometer.z,K6DS3TR_Uncalibrated_Gyroscope.x,K6DS3TR_Uncalibrated_Gyroscope.y,K6DS3TR_Uncalibrated_Gyroscope.z,Screen_Orientation_Sensor.x,Screen_Orientation_Sensor.y,Screen_Orientation_Sensor.z,Samsung_Orientation_Sensor.x,Samsung_Orientation_Sensor.y,Samsung_Orientation_Sensor.z
1588602763625,-0.0023942017,-0.02873042,9.803059,-31.500002,-253.6,-143.0,-0.07391469,0.039095376,0.015271631,-1.0,0.0,0.0,0.01778209,0.1733089,-0.021840211
1588602763638,-0.0011971008,-0.025139118,9.794679,-31.600002,-253.6,-143.0,-0.07574729,0.039095376,0.014660766,-1.0,0.0,0.0,0.017781816,0.17265508,-0.021930296
1588602763649,-0.0023942017,-0.017956512,9.792285,-31.600002,-253.6,-143.0,-0.07269296,0.036651913,0.013439035,-1.0,0.0,0.0,0.017781816,0.17265508,-0.021930296
1588602763660,-0.0023942017,-0.017956512,9.792285,-31.600002,-253.6,-142.9,-0.07391469,0.03726278,0.015271631,-1.0,0.0,0.0,0.017781816,0.17265508,-0.021930296
1588602763671,-0.0011971008,0.0011971008,9.792285,-31.600002,-253.6,-142.9,-0.0720821,0.037873644,0.015271631,-1.0,0.0,0.0,0.017781898,0.17183697,-0.021902632
1588602763682,-0.008379706,0.0011971008,9.803059,-31.600002,-253.6,-142.9,-0.07574729,0.039095376,0.013439035,-1.0,0.0,0.0,0.017781831,0.17085586,-0.021926003
1588602763692,-0.015562311,-0.01316811,9.8042555,-31.600002,-253.6,-142.9,-0.076358154,0.036651913,0.012217305,-1.0,0.0,0.0,0.017781422,0.1698838,-0.022062598
1588602763704,-0.009576807,-0.015562311,9.801862,-31.600002,-253.6,-143.0,-0.076358154,0.03848451,0.01282817,-1.0,0.0,0.0,0.017780906,0.1689197,-0.022237701
1588602763715,-0.0011971008,-0.023942016,9.78989,-31.600002,-253.6,-143.0,-0.07391469,0.03726278,0.014049901,-1.0,0.0,0.0,0.01778056,0.16808036,-0.022355203
1588602763726,-0.0011971008,-0.027533319,9.79827,-31.600002,-253.6,-143.0,-0.07269296,0.03726278,0.014660766,-1.0,0.0,0.0,0.017780354,0.16738854,-0.022424867
1588602763736,-0.005985504,-0.025139118,9.7958765,-31.600002,-253.6,-143.0,-0.076358154,0.03970624,0.014660766,-1.0,0.0,0.0,0.017780133,0.16680424,-0.022500485
1588602763748,0.0023942017,-0.023942016,9.794679,-31.600002,-253.6,-143.0,-0.073303826,0.040927973,0.015271631,-1.0,0.0,0.0,0.017780133,0.16680424,-0.022500485
1588602763759,0.0047884034,-0.01316811,9.807847,-31.600002,-253.6,-143.09999,-0.07269296,0.03726278,0.014660766,-1.0,0.0,0.0,0.01778038,0.16615067,-0.022415586
1588602763771,-0.016759412,-0.008379706,9.8042555,-31.600002,-253.6,-143.09999,-0.07452556,0.03726278,0.01282817,-1.0,0.0,0.0,0.017779805,0.16468804,-0.022614006
1588602763782,-0.0047884034,-0.017956512,9.801862,-31.600002,-253.6,-143.09999,-0.07452556,0.03726278,0.014660766,-1.0,0.0,0.0,0.017779404,0.16394201,-0.022754768
1588602763792,-0.0047884034,-0.022744916,9.7958765,-31.600002,-253.6,-143.09999,-0.07391469,0.037873644,0.014660766,-1.0,0.0,0.0,0.017779058,0.16329128,-0.022876589
