rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
3.875 3.873 -0.009150733 0.07371925 0.967646 0.24112879 0.0
3.894 3.893 -0.009090597 0.07344182 0.9675789 0.24148454 0.0
3.915 3.913 -0.009096484 0.073354535 0.9675209 0.24174322 0.0
3.935 3.933 -0.00933065 0.07380699 0.9674892 0.24172358 0.0
3.954 3.953 -0.009819857 0.07438389 0.96751106 0.24143934 0.0
3.975 3.973 -0.010062647 0.07449689 0.96756524 0.24117738 0.0
3.995 3.993 -0.010090314 0.07449671 0.96762186 0.24094915 0.0
4.015 4.013 -0.009894724 0.07487457 0.9676338 0.24079229 0.0
4.035 4.033 -0.009877039 0.07513344 0.96762913 0.24073105 0.0
4.055 4.053 -0.009974128 0.07503699 0.96764386 0.24069779 0.0
4.074 4.073 -0.010148815 0.07488216 0.9676646 0.24065512 0.0
4.095 4.093 -0.009992376 0.074411206 0.96763676 0.24091958 0.0
4.115 4.113 -0.009739936 0.073984504 0.96762 0.24112888 0.0
4.135 4.133 -0.009861983 0.073763125 0.96761227 0.24122237 0.0
4.155 4.153 -0.0103458855 0.07366793 0.96767074 0.24099681 0.0
4.175 4.173 -0.011078193 0.07351764 0.9678017 0.24048373 0.0
4.194 4.193 -0.01150438 0.07248829 0.9680001 0.23997681 0.0
4.214 4.213 -0.012148513 0.07102061 0.96827734 0.23926483 0.0
4.238 4.233 -0.013114361 0.06974749 0.96860516 0.23825926 0.0
4.254 4.253 -0.014159585 0.0691129 0.9689465 0.23699279 0.0
4.274 4.273 -0.014905148 0.069292694 0.969344 0.23526266 0.0
4.294 4.293 -0.014979687 0.06948419 0.96965474 0.23391727 0.0
4.314 4.313 -0.014929548 0.06942198 0.9699271 0.23280734 0.0
4.335 4.333 -0.014842106 0.069338955 0.9700413 0.23236148 0.0
4.354 4.353 -0.014419575 0.06946934 0.97002363 0.23242289 0.0
4.374 4.373 -0.0140043795 0.06940939 0.9700559 0.23233137 0.0
4.394 4.393 -0.014118126 0.06929032 0.9701002 0.23217495 0.0
4.414 4.413 -0.014579783 0.06928924 0.9701729 0.23184292 0.0
4.435 4.433 -0.014829486 0.069164924 0.9702561 0.23151568 0.0
4.455 4.453 -0.014793851 0.069079 0.97022766 0.23166287 0.0
4.475 4.473 -0.014455888 0.06895034 0.97017556 0.2319407 0.0
4.495 4.493 -0.01420151 0.06874033 0.9701331 0.23219544 0.0
4.515 4.513 -0.014189831 0.06852129 0.97011745 0.23232682 0.0
4.537 4.533 -0.014267893 0.06833869 0.9701065 0.23242159 0.0
4.554 4.553 -0.013939118 0.06806398 0.96997964 0.23305024 0.0
4.574 4.573 -0.013612099 0.067861006 0.9698468 0.23368114 0.0
4.594 4.593 -0.01332457 0.067655616 0.96967274 0.23447834 0.0
4.614 4.613 -0.013198488 0.067651466 0.9694802 0.23528112 0.0
4.634 4.633 -0.013344636 0.06777983 0.96933633 0.23582795 0.0
4.653 4.653 -0.013546346 0.067722894 0.9692365 0.23624328 0.0
4.673 4.673 -0.013728414 0.067733064 0.9691709 0.23649828 0.0
4.693 4.693 -0.013734642 0.06770786 0.9691242 0.23669682 0.0
4.714 4.713 -0.013851513 0.06770909 0.96901864 0.23712145 0.0
4.734 4.733 -0.014106895 0.06783731 0.96889615 0.2375697 0.0
4.754 4.753 -0.014176392 0.06775337 0.9688161 0.23791584 0.0
4.774 4.773 -0.013993199 0.06764488 0.9687345 0.2382898 0.0
4.794 4.793 -0.013659695 0.067660235 0.9686394 0.23869091 0.0
4.814 4.813 -0.01352452 0.067720965 0.9685666 0.23897663 0.0
4.835 4.833 -0.013422578 0.067614384 0.96847165 0.23939693 0.0
4.854 4.853 -0.013145531 0.067269735 0.9683972 0.23981006 0.0
4.874 4.873 -0.012954247 0.066678785 0.9683467 0.24018903 0.0
4.895 4.893 -0.012807397 0.06571672 0.96834314 0.24047662 0.0
4.916 4.914 -0.012499171 0.06417041 0.96838343 0.24074781 0.0
4.934 4.933 -0.012450564 0.06253853 0.9685696 0.24043047 0.0
4.954 4.953 -0.012075268 0.061692316 0.96868676 0.24019629 0.0
4.974 4.973 -0.012042114 0.061503664 0.9687453 0.24001011 0.0
4.994 4.993 -0.012284108 0.061270863 0.9687735 0.23994361 0.0
5.015 5.013 -0.013001566 0.06101099 0.96889645 0.23947534 0.0
5.035 5.033 -0.013531858 0.061558343 0.9689788 0.238972 0.0
5.055 5.053 -0.013508623 0.06266654 0.96900076 0.23859625 0.0
5.075 5.073 -0.013108829 0.06368649 0.96890724 0.2387281 0.0
5.094 5.093 -0.012189193 0.06414674 0.96873516 0.2393512 0.0
5.115 5.113 -0.011334298 0.063979276 0.9685411 0.2402217 0.0
5.134 5.133 -0.010670188 0.06363845 0.9683608 0.24106805 0.0
5.154 5.153 -0.010240651 0.063463084 0.9682104 0.24173585 0.0
5.174 5.173 -0.010325684 0.06325128 0.96819955 0.24183102 0.0
5.195 5.193 -0.010607177 0.0626873 0.96828455 0.24162526 0.0
5.215 5.213 -0.0108624 0.061839737 0.96848273 0.24103752 0.0
5.234 5.233 -0.011426321 0.06082493 0.96871626 0.24033014 0.0
5.254 5.253 -0.012055072 0.059869647 0.96891886 0.23972185 0.0
5.274 5.273 -0.012917901 0.059592906 0.9691741 0.23871233 0.0
5.293 5.293 -0.013006676 0.059303463 0.9693953 0.23787999 0.0
5.314 5.313 -0.012931226 0.05894813 0.9695754 0.23723735 0.0
5.334 5.333 -0.013434771 0.059111215 0.96969354 0.23668532 0.0
5.355 5.353 -0.013868577 0.059835408 0.96973073 0.23632538 0.0
5.374 5.373 -0.014130975 0.06060799 0.96981364 0.23577239 0.0
5.394 5.393 -0.014398457 0.06126864 0.96980816 0.23560771 0.0
5.417 5.413 -0.01460169 0.062128697 0.9697689 0.23553191 0.0
5.435 5.433 -0.014694861 0.063156724 0.969701 0.23553184 0.0
5.455 5.454 -0.014437398 0.063929066 0.96957827 0.23584464 0.0
5.474 5.473 -0.013649229 0.064380206 0.9694232 0.23640588 0.0
5.494 5.493 -0.0133708 0.06500089 0.96928066 0.23683599 0.0
5.514 5.513 -0.01365082 0.065537095 0.9692072 0.23697262 0.0
5.533 5.533 -0.013618462 0.065539174 0.9691762 0.23710085 0.0
5.554 5.553 -0.013043497 0.065274894 0.96913874 0.23735905 0.0
5.573 5.573 -0.012094183 0.0649258 0.96901685 0.23800145 0.0
5.594 5.593 -0.011396572 0.06473102 0.9688914 0.23859902 0.0
5.614 5.613 -0.011229237 0.06508663 0.96872556 0.2391828 0.0
5.634 5.633 -0.011039463 0.065559104 0.96863294 0.23943758 0.0
5.655 5.653 -0.010748651 0.06520207 0.9685237 0.23998994 0.0
5.675 5.673 -0.010631253 0.0644082 0.96848863 0.24035074 0.0
5.695 5.693 -0.010273181 0.064143024 0.96835744 0.2409647 0.0
5.717 5.713 -0.00957629 0.063979484 0.9681946 0.24169032 0.0
5.734 5.733 -0.00842361 0.06272921 0.9679611 0.24299277 0.0
5.754 5.753 -0.006646727 0.061444744 0.96762514 0.24470818 0.0
5.773 5.773 -0.0019369626 0.061340563 0.96708906 0.24692596 0.0
5.794 5.793 0.0038522878 0.0646541 0.9666732 0.24768506 0.0
5.814 5.813 0.0049343556 0.06603776 0.9665463 0.24779637 0.0
5.834 5.833 0.0038087573 0.06514819 0.96654177 0.24806891 0.0
5.854 5.853 0.0025123677 0.062270187 0.96661437 0.2485416 0.0
5.873 5.873 0.0020565009 0.05732695 0.9667845 0.2490725 0.0
5.894 5.894 0.002386667 0.05379687 0.9669723 0.24912813 0.0
5.914 5.913 0.0014505369 0.054353755 0.9671224 0.24843118 0.0
5.934 5.933 -0.001137193 0.05655152 0.9671709 0.24775235 0.0
5.954 5.953 -0.0032062326 0.05723596 0.96721864 0.24739027 0.0
